	cellType	gene	log1p_FC	pct.inGroup	pct.outGroup	wilcox.p	wilcox.fdr	wilcox.bonferroni
20272	cDC2	FCGR2B	0.463895722	0.973333333	0.534539474	1.08553E-39	1.73044E-37	2.38816E-37
20282	cDC2	CLEC10A	0.589769204	0.96	0.541118421	1.57312E-39	1.73044E-37	3.46087E-37
20302	cDC2	ABHD12	0.489171886	1	0.863486842	1.20514E-31	6.6283E-30	2.65132E-29
20582	cDC2	FCGR2A	0.417283823	1	0.761513158	2.4136E-23	1.65935E-22	5.30993E-21
21082	cDC2	RHBDF2	0.327131846	0.986666667	0.814144737	2.18041E-18	5.84989E-18	4.79691E-16
21472	cDC2	ARL8B	0.312566148	1	0.929276316	2.81884E-14	5.12515E-14	6.20144E-12
22472	cDC1	ENSG00000231873	1.00699356	0.941176471	0.401626016	2.47022E-41	1.43767E-38	1.43767E-38
22502	cDC1	CLEC9A	0.900171533	0.926470588	0.466666667	1.51966E-37	2.2111E-35	8.84442E-35
22542	cDC1	CPNE3	1.033648391	0.955882353	0.769105691	2.96376E-35	2.15614E-33	1.72491E-32
22572	cDC1	C1orf54	1.201806971	0.941176471	0.720325203	9.49371E-34	5.02304E-32	5.52534E-31
22602	cDC1	OXSR1	0.930232928	0.985294118	0.908943089	2.38883E-33	9.9307E-32	1.3903E-30
22672	cDC1	CD226	0.497903264	0.926470588	0.671544715	1.02082E-31	2.82913E-30	5.94118E-29
22732	cDC1	ENSG00000267374	0.656451908	0.941176471	0.765853659	3.61577E-31	7.79399E-30	2.10438E-28
22742	cDC1	VAC14	0.543897696	0.955882353	0.803252033	4.05868E-31	8.21769E-30	2.36215E-28
22792	cDC1	DNASE1L3	0.537996509	0.867647059	0.448780488	8.02141E-31	1.41469E-29	4.66846E-28
22992	cDC1	LGALS2	0.819657573	0.926470588	0.707317073	4.93022E-27	5.41394E-26	2.86939E-24
23103	cDC1	SHTN1	0.41459981	0.955882353	0.791869919	2.72969E-26	2.48231E-25	1.58868E-23
23162	cDC1	LYRM4	0.414112753	0.926470588	0.829268293	7.97775E-26	6.63293E-25	4.64305E-23
23172	cDC1	NLRC5	0.471723128	0.897058824	0.756097561	1.29789E-25	1.0639E-24	7.55371E-23
23182	cDC1	ENPP1	0.313542184	0.838235294	0.473170732	1.82048E-25	1.47156E-24	1.05952E-22
23213	cDC1	EDEM1	0.401216217	0.955882353	0.853658537	3.93894E-25	3.05661E-24	2.29246E-22
23222	cDC1	NR1H2	0.42564819	0.926470588	0.856910569	4.27254E-25	3.27187E-24	2.48662E-22
23452	cDC1	MZT2A	0.393694207	0.941176471	0.863414634	5.43637E-24	3.19592E-23	3.16397E-21
23472	cDC1	CASP2	0.317495589	0.911764706	0.791869919	6.6179E-24	3.81348E-23	3.85162E-21
23642	cDC1	INPP5F	0.411250146	0.897058824	0.780487805	1.04504E-22	5.15437E-22	6.08215E-20
23713	cDC1	PADI2	0.753490981	0.897058824	0.723577236	1.74434E-22	8.12166E-22	1.01521E-19
23792	cDC1	PPT1	0.551105847	0.941176471	0.856910569	5.11441E-22	2.23803E-21	2.97659E-19
23892	cDC1	APAF1	0.342726195	0.897058824	0.785365854	3.14634E-21	1.28054E-20	1.83117E-18
23942	cDC1	KCNK6	0.311449667	0.867647059	0.733333333	6.99578E-21	2.75104E-20	4.07155E-18
24182	cDC1	ENSG00000215244	0.44388606	0.911764706	0.86504065	2.17278E-19	7.35209E-19	1.26456E-16
24192	cDC1	CYP2S1	0.334035384	0.823529412	0.622764228	2.36122E-19	7.94352E-19	1.37423E-16
24213	cDC1	CBL	0.328865496	0.955882353	0.869918699	2.66973E-19	8.87876E-19	1.55378E-16
24242	cDC1	DHTKD1	0.303317596	0.867647059	0.751219512	4.41494E-19	1.44354E-18	2.5695E-16
24362	cDC1	BORCS5	0.566563724	0.941176471	0.93495935	1.52951E-18	4.6712E-18	8.90173E-16
24382	cDC1	SLC25A33	0.324698917	0.926470588	0.863414634	1.95717E-18	5.93267E-18	1.13907E-15
24602	cDC1	PKP2	0.468307702	0.926470588	0.798373984	3.19736E-17	8.69562E-17	1.86086E-14
24642	cDC1	ATG3	0.320404926	0.911764706	0.886178862	4.4557E-17	1.18955E-16	2.59322E-14
24772	cDC1	CEP68	0.306677229	0.941176471	0.876422764	1.62519E-16	4.09462E-16	9.45858E-14
24832	cDC1	PLEKHM3	0.322528639	0.867647059	0.829268293	4.13464E-16	1.01534E-15	2.40636E-13
25382	cDC1	TENM4	0.308815898	0.808823529	0.715447154	6.32294E-14	1.26026E-13	3.67995E-11
26382	cDC1	MED13	0.315918093	0.955882353	0.936585366	3.04781E-10	4.52506E-10	1.77382E-07
28292	DC Langerhans	CD1A	1.502682147	0.92	0.300157978	1.55372E-35	9.99044E-33	9.99044E-33
28313	DC Langerhans	CD1E	1.164267524	0.92	0.440758294	3.23411E-29	6.93177E-27	2.07953E-26
28322	DC Langerhans	HLA-DQB2	1.954253984	0.98	0.764612954	5.26948E-29	8.47069E-27	3.38828E-26
28402	DC Langerhans	CD207	0.87279148	0.74	0.205371248	8.12665E-27	4.35453E-25	5.22543E-24
28472	DC Langerhans	NDRG2	0.678806703	0.9	0.619273302	3.76443E-23	1.27396E-21	2.42053E-20
28572	DC Langerhans	TMEM14C	0.661411017	0.94	0.883096367	1.68425E-21	3.7344E-20	1.08298E-18
28713	DC Langerhans	FCGBP	1.059454313	0.8	0.434439179	7.47332E-20	1.08296E-18	4.80534E-17
28762	DC Langerhans	IL18	0.610839661	0.88	0.775671406	1.20441E-19	1.61341E-18	7.74437E-17
28862	DC Langerhans	GNAO1	0.594954059	0.82	0.51342812	2.43598E-18	2.70057E-17	1.56633E-15
28902	DC Langerhans	CDH20	1.235518474	0.78	0.454976303	5.57394E-18	5.78071E-17	3.58404E-15
28913	DC Langerhans	GDI2	0.624910867	0.94	0.928909953	8.34622E-18	8.51845E-17	5.36662E-15
28952	DC Langerhans	PSTPIP2	0.665110932	0.92	0.830963665	2.38471E-17	2.28861E-16	1.53337E-14
29022	DC Langerhans	PPHLN1	0.4262372	0.92	0.924170616	9.36863E-17	8.14058E-16	6.02403E-14
29172	DC Langerhans	LCP1	0.526421693	0.96	0.97314376	9.3914E-16	6.78502E-15	6.03867E-13
29202	DC Langerhans	CSF1R	0.432859396	0.88	0.707740916	9.95293E-16	6.95623E-15	6.39973E-13
29272	DC Langerhans	ENSG00000284697	0.550666538	0.84	0.799368088	3.97691E-15	2.58298E-14	2.55715E-12
29452	DC Langerhans	INPP5B	0.449423894	0.86	0.890995261	3.92164E-14	2.15522E-13	2.52161E-11
29472	DC Langerhans	ACTR3	0.391300837	0.94	0.952606635	5.61702E-14	3.03508E-13	3.61174E-11
29482	DC Langerhans	RASAL1	0.371833456	0.76	0.489731438	6.66344E-14	3.57049E-13	4.28459E-11
29642	DC Langerhans	IGFLR1	0.448477105	0.88	0.873617694	2.30093E-13	1.08787E-12	1.4795E-10
29672	DC Langerhans	IGSF6	0.490062057	0.88	0.774091627	2.42747E-13	1.12292E-12	1.56086E-10
29842	DC Langerhans	ENSG00000124593	0.41502333	0.9	0.927330174	6.43453E-13	2.65218E-12	4.1374E-10
30002	DC Langerhans	NF1	0.391032821	0.9	0.943127962	2.04143E-12	7.63163E-12	1.31264E-09
30022	DC Langerhans	LPAR3	0.567583853	0.7	0.475513428	2.30203E-12	8.50694E-12	1.48021E-09
30072	DC Langerhans	PLEK2	0.538964256	0.68	0.4328594	3.38738E-12	1.21681E-11	2.17809E-09
30082	DC Langerhans	OGFRL1	0.351491569	0.82	0.794628752	3.5191E-12	1.2571E-11	2.26278E-09
30182	DC Langerhans	DEF6	0.312701529	0.82	0.79778831	5.11229E-12	1.73011E-11	3.2872E-09
30282	DC Langerhans	SUSD3	0.345677351	0.74	0.584518167	1.19515E-11	3.84242E-11	7.68484E-09
30372	DC Langerhans	ENSG00000258677	0.386016349	0.9	0.941548183	1.84451E-11	5.67473E-11	1.18602E-08
30413	DC Langerhans	ZNF385A	0.304925964	0.8	0.72985782	2.07849E-11	6.27452E-11	1.33647E-08
30452	DC Langerhans	SAMMSON	0.466807853	0.72	0.573459716	2.39195E-11	7.08766E-11	1.53802E-08
30482	DC Langerhans	SNRPB	0.313677267	0.94	0.922590837	2.97533E-11	8.69609E-11	1.91314E-08
30522	DC Langerhans	GPSM3	0.327879128	0.9	0.90521327	3.89949E-11	1.11936E-10	2.50737E-08
30702	DC Langerhans	OSTC	0.400816984	0.82	0.870458136	8.98429E-11	2.38702E-10	5.7769E-08
31003	DC Langerhans	PIK3R6	0.339981192	0.74	0.658767773	2.36708E-10	5.59571E-10	1.52203E-07
31092	DC Langerhans	IL2RG	0.327173366	0.84	0.87835703	3.21706E-10	7.36145E-10	2.06857E-07
31182	DC Langerhans	CMTM6	0.359808092	0.94	0.938388626	4.8186E-10	1.0684E-09	3.09836E-07
31192	DC Langerhans	PPM1N	0.366084142	0.7	0.598736177	4.93929E-10	1.0914E-09	3.17596E-07
31292	DC Langerhans	C6orf48	0.411122705	0.92	0.95892575	7.17088E-10	1.53185E-09	4.61088E-07
31382	DC Langerhans	LAMTOR2	0.310580628	0.92	0.868878357	1.19295E-09	2.47441E-09	7.67067E-07
31392	DC Langerhans	VPS29	0.378675111	0.86	0.921011058	1.25586E-09	2.59653E-09	8.0752E-07
31462	DC Langerhans	ARL17B	0.333073055	0.88	0.933649289	1.75912E-09	3.55697E-09	1.13112E-06
31572	DC Langerhans	CBFB	0.316053628	0.8	0.897314376	2.74246E-09	5.35989E-09	1.7634E-06
31713	DC Langerhans	MEIKIN	0.498427071	0.72	0.684044234	3.79241E-09	7.10939E-09	2.43852E-06
31772	DC Langerhans	RASSF5	0.356848861	0.84	0.91943128	4.72975E-09	8.71413E-09	3.04123E-06
31862	DC Langerhans	ENSG00000258344	0.326120624	0.94	0.969984202	8.38956E-09	1.50684E-08	5.39449E-06
31952	DC Langerhans	AKR1A1	0.317563685	0.82	0.875197472	1.111E-08	1.94652E-08	7.14374E-06
31982	DC Langerhans	PCNX2	0.32300593	0.76	0.785150079	1.27062E-08	2.20646E-08	8.17011E-06
32032	DC Langerhans	MED14	0.332792337	0.78	0.875197472	1.47173E-08	2.52352E-08	9.46321E-06
32103	DC Langerhans	PER1	0.329503824	0.92	0.955766193	1.98173E-08	3.33574E-08	1.27425E-05
32132	DC Langerhans	TMEM144	0.344122592	0.66	0.576619273	2.05674E-08	3.43503E-08	1.32249E-05
32172	DC Langerhans	USP32	0.390765581	0.92	0.925750395	2.40223E-08	3.97079E-08	1.54464E-05
32272	DC Langerhans	RLF	0.32040443	0.88	0.952606635	3.12935E-08	5.04304E-08	2.01217E-05
32292	DC Langerhans	GAS2L3	0.348658648	0.72	0.725118483	3.44806E-08	5.52893E-08	2.2171E-05
32382	DC Langerhans	CDK6	0.368447871	0.8	0.862559242	5.06181E-08	7.93839E-08	3.25474E-05
32742	DC Langerhans	ADAP2	0.423441021	0.76	0.799368088	1.57278E-07	2.26748E-07	0.00010113
32862	DC Langerhans	ENSG00000197332	0.324738545	0.94	0.951026856	2.48154E-07	3.48391E-07	0.000159563
33192	DC Langerhans	RAB12	0.317600569	0.76	0.873617694	7.19618E-07	9.42392E-07	0.000462714
33282	DC Langerhans	LINC01588	0.31982156	0.7	0.781990521	1.03352E-06	1.3291E-06	0.00066455
33482	DC Langerhans	ENSG00000283117	0.312345332	0.84	0.886255924	1.88479E-06	2.33062E-06	0.00121192
33922	DC Langerhans	ENSG00000232295	0.326610181	0.7	0.733017378	6.64773E-06	7.57888E-06	0.00427449
34622	DC Langerhans	RPS26	0.317577502	0.96	0.974723539	0.001091315	0.001106807	0.701715364
34722	Mast	CPA3	2.124142976	0.96969697	0.142625608	2.94697E-70	2.33105E-67	2.33105E-67
34732	Mast	TPSD1	0.320488763	0.712121212	0.064829822	1.35101E-57	5.34325E-55	1.06865E-54
34742	Mast	MS4A2	1.091892772	0.863636364	0.142625608	4.40052E-56	1.16027E-53	3.48081E-53
34752	Mast	GATA2	1.078955444	0.893939394	0.171799028	8.97247E-55	1.77431E-52	7.09722E-52
34762	Mast	TPSAB1	4.359838164	1	0.329011345	6.77494E-52	1.0718E-49	5.35898E-49
34772	Mast	TPSB2	4.677956791	1	0.337115073	2.16126E-51	2.84926E-49	1.70956E-48
34782	Mast	ENSG00000233968	0.377908886	0.712121212	0.110210697	3.14498E-44	3.55383E-42	2.48768E-41
34802	Mast	HDC	0.860623581	0.863636364	0.247974068	6.81542E-42	5.99E-40	5.391E-39
34892	Mast	SLC24A3	2.170269054	0.96969697	0.669367909	7.58978E-38	3.33529E-36	6.00352E-35
34922	Mast	ENSG00000240521	1.029219023	0.893939394	0.364667747	2.29886E-37	8.65904E-36	1.8184E-34
35042	Mast	LTC4S	1.226961782	0.924242424	0.554294976	5.05766E-34	1.21231E-32	4.00061E-31
35092	Mast	KIAA1549	0.798502557	0.893939394	0.478119935	1.09181E-32	2.27269E-31	8.63623E-30
35342	Mast	MAOB	0.573565248	0.803030303	0.3273906	1.07069E-29	1.32344E-28	8.46919E-27
35402	Mast	VWA5A	0.772933938	0.878787879	0.544570502	3.4945E-29	4.00601E-28	2.76415E-26
35662	Mast	ENSG00000245888	0.717700868	0.848484848	0.487844408	1.021E-27	8.50113E-27	8.07608E-25
35692	Mast	RAB27B	0.493135341	0.818181818	0.405186386	1.86497E-27	1.50529E-26	1.47519E-24
36052	Mast	ENPP3	0.617292595	0.833333333	0.497568882	9.26235E-26	5.46755E-25	7.32652E-23
36332	Mast	IKZF3	0.562683457	0.833333333	0.542949757	6.64346E-25	3.24381E-24	5.25498E-22
36422	Mast	GALC	0.79065494	0.878787879	0.805510535	1.52478E-24	7.05324E-24	1.2061E-21
36442	Mast	RGS13	0.792123879	0.848484848	0.606158833	1.60391E-24	7.33351E-24	1.2687E-21
36762	Mast	PTGS1	0.558260232	0.833333333	0.589951378	1.21522E-23	4.68895E-23	9.61236E-21
37342	Mast	CTTNBP2	0.563462902	0.803030303	0.565640194	2.88968E-21	8.69102E-21	2.28574E-18
37572	Mast	GRAP2	0.571167249	0.833333333	0.724473258	1.67082E-20	4.62104E-20	1.32162E-17
37692	Mast	CDK15	0.412586988	0.772727273	0.515397083	5.47024E-20	1.452E-19	4.32696E-17
37942	Mast	ENSG00000248636	0.434446549	0.803030303	0.606158833	2.13457E-19	5.22739E-19	1.68845E-16
38162	Mast	LINC01835	0.486805166	0.696969697	0.361426256	7.55163E-19	1.7314E-18	5.97334E-16
38262	Mast	C3orf86	0.476280815	0.818181818	0.727714749	1.55156E-18	3.45714E-18	1.22728E-15
38442	Mast	GALNT6	0.349630172	0.803030303	0.677471637	3.98179E-18	8.44332E-18	3.1496E-15
38492	Mast	TESPA1	0.313421501	0.727272727	0.424635332	4.51667E-18	9.45154E-18	3.57268E-15
38662	Mast	ENSG00000284606	0.390153819	0.803030303	0.711507293	1.73156E-17	3.46382E-17	1.36966E-14
38852	Mast	TTC7B	0.470003647	0.848484848	0.779578606	3.89085E-17	7.43397E-17	3.07767E-14
39022	Mast	PRELID2	0.483146315	0.787878788	0.661264182	1.18351E-16	2.17206E-16	9.36157E-14
39142	Mast	RAC2	0.493447457	0.833333333	0.784440843	2.15742E-16	3.85219E-16	1.70652E-13
39152	Mast	CSF1	0.322445839	0.696969697	0.411669368	2.62505E-16	4.67662E-16	2.07642E-13
39382	Mast	SOCS1	0.440767548	0.818181818	0.808752026	1.60483E-15	2.71824E-15	1.26942E-12
39513	Mast	FMNL3	0.439198273	0.863636364	0.860615883	3.23582E-15	5.33235E-15	2.55953E-12
39562	Mast	ARHGEF6	0.44430255	0.818181818	0.811993517	4.26686E-15	6.95894E-15	3.37509E-12
39613	Mast	MTCL1	0.336383777	0.712121212	0.518638574	5.821E-15	9.39675E-15	4.60441E-12
39682	Mast	TDRD3	0.459041489	0.803030303	0.811993517	1.13064E-14	1.79947E-14	8.94335E-12
39732	Mast	DUSP6	0.491291037	0.787878788	0.708265802	1.59414E-14	2.51188E-14	1.26097E-11
39862	Mast	ABCD3	0.371475447	0.772727273	0.74554295	4.0219E-14	6.17733E-14	3.18132E-11
40052	Mast	NSMCE1	0.410481086	0.833333333	0.841166937	9.60467E-14	1.42271E-13	7.59729E-11
40202	Mast	GABPB1	0.481172863	0.863636364	0.927066451	2.46169E-13	3.5468E-13	1.9472E-10
40222	Mast	SLC18A2	0.387479474	0.742424242	0.679092382	2.65107E-13	3.80581E-13	2.097E-10
40332	Mast	RPRD1B	0.426196995	0.848484848	0.90923825	5.87772E-13	8.26906E-13	4.64928E-10
40413	Mast	ENSG00000236283	0.310337391	0.712121212	0.578606159	9.67371E-13	1.34244E-12	7.6519E-10
40522	Mast	CD82	0.336267807	0.757575758	0.700162075	2.003E-12	2.72698E-12	1.58438E-09
40662	Mast	GPR65	0.414340246	0.833333333	0.886547812	5.17891E-12	6.88491E-12	4.09652E-09
41032	Mast	ALS2	0.31380561	0.696969697	0.636952998	7.28215E-11	9.11421E-11	5.76018E-08
41103	Mast	CLCN3	0.311668433	0.757575758	0.784440843	9.48272E-11	1.17384E-10	7.50083E-08
41222	Mast	DPP6	0.300488058	0.742424242	0.740680713	3.45367E-10	4.1964E-10	2.73186E-07
41342	Mast	SLC10A7	0.313904233	0.727272727	0.794165316	9.1208E-10	1.08817E-09	7.21455E-07
41442	Mast	PRKD3	0.328122393	0.787878788	0.870340357	2.62496E-09	3.08521E-09	2.07635E-06
41913	Mast	PPP1R15A	0.348069958	0.878787879	0.961102107	1.80794E-07	1.98623E-07	0.000143008
42313	Mast	SYAP1	0.341803955	0.909090909	0.97082658	1.2507E-05	1.30171E-05	0.009893001
42632	pDC	SCT	0.546117831	0.84	0.06793049	4.59703E-65	4.12813E-62	4.12813E-62
42642	pDC	ENSG00000229961	0.64754862	0.88	0.156398104	3.77067E-46	1.69303E-43	3.38606E-43
42662	pDC	LRRC26	0.430123412	0.78	0.153238547	3.22843E-36	7.24782E-34	2.89913E-33
42672	pDC	VASH2	0.654277804	0.9	0.266982622	6.64544E-36	1.19352E-33	5.96761E-33
42692	pDC	LAMP5	0.513935863	0.84	0.221169036	4.1914E-34	5.37697E-32	3.76388E-31
42713	pDC	MAP1A	0.718441618	0.9	0.308056872	5.00381E-33	4.99269E-31	4.49342E-30
42752	pDC	POLB	1.675230257	1	0.75671406	7.70183E-32	5.06155E-30	6.91624E-29
42762	pDC	LINC00996	0.70184524	0.92	0.357030016	7.9995E-32	5.06155E-30	7.18355E-29
42802	pDC	CXCR3	0.85997585	0.88	0.309636651	5.07155E-31	2.53014E-29	4.55425E-28
42822	pDC	FAM160A1	1.951826918	0.98	0.660347551	6.64546E-31	2.98381E-29	5.96762E-28
42832	pDC	PLD4	0.835728737	0.96	0.484992101	7.56003E-31	3.23281E-29	6.78891E-28
42852	pDC	ZFAT	1.291616665	0.98	0.704581359	1.763E-30	6.88336E-29	1.58317E-27
42913	pDC	SLC7A5	1.47427765	0.98	0.862559242	1.58602E-29	4.91119E-28	1.42425E-26
42962	pDC	ENSG00000267780	0.93445077	0.94	0.515007899	4.85244E-29	1.28161E-27	4.35749E-26
42972	pDC	P2RY6	1.035148699	0.94	0.521327014	7.21499E-29	1.85116E-27	6.47906E-26
43022	pDC	PI4KA	0.933494975	0.98	0.898894155	3.72085E-28	8.35332E-27	3.34133E-25
43182	pDC	SCAMP5	0.510179639	0.92	0.496050553	1.50645E-27	2.41569E-26	1.35279E-24
43222	pDC	CORO7-PAM16	1.204236964	0.96	0.830963665	2.48594E-27	3.72062E-26	2.23237E-24
43262	pDC	FYTTD1	1.011037928	0.96	0.832543444	5.3252E-27	7.47192E-26	4.78203E-24
43342	pDC	CLN8	1.298040678	0.96	0.870458136	7.91872E-27	9.8764E-26	7.11101E-24
43362	pDC	MYBL2	0.743833681	0.9	0.477093207	1.09996E-26	1.33481E-25	9.87762E-24
43442	pDC	LINC01478	0.674027826	0.88	0.431279621	4.16452E-26	4.56065E-25	3.73973E-23
43462	pDC	ENSG00000275210	0.828551182	0.92	0.600315956	8.07898E-26	8.63681E-25	7.25492E-23
43492	pDC	IRF7	1.155172743	0.94	0.793048973	1.31021E-25	1.35238E-24	1.17657E-22
43602	pDC	PHEX	0.911609758	0.9	0.548183254	5.06888E-25	4.64475E-24	4.55185E-22
43632	pDC	NUTM2B-AS1	0.936343082	0.96	0.94628752	6.67058E-25	5.93087E-24	5.99018E-22
43642	pDC	TENT4A	0.849492998	0.96	0.85150079	7.03076E-25	6.18983E-24	6.31362E-22
43682	pDC	PFAS	0.953484156	0.92	0.682464455	9.38811E-25	7.93543E-24	8.43053E-22
43692	pDC	ENSG00000141979	1.17602947	0.94	0.883096367	9.45535E-25	7.93543E-24	8.49091E-22
43722	pDC	ENSG00000272447	0.485849748	0.92	0.628751975	1.20795E-24	9.86129E-24	1.08474E-21
43752	pDC	ITCH	0.655234254	0.98	0.936808847	1.48266E-24	1.17825E-23	1.33143E-21
43962	pDC	TCL1A	0.407476473	0.7	0.206951027	2.18043E-23	1.46121E-22	1.95802E-20
44002	pDC	LINC01226	0.524535416	0.86	0.483412322	4.314E-23	2.80723E-22	3.87397E-20
44122	pDC	ARID3B	0.828845338	0.92	0.826224329	9.76331E-23	5.84497E-22	8.76745E-20
44172	pDC	SMG1P6	0.670289842	0.98	0.928909953	1.71048E-22	9.90972E-22	1.53601E-19
44182	pDC	ENSG00000258881	0.545750927	0.88	0.592417062	1.76893E-22	1.01827E-21	1.5885E-19
44232	pDC	COL24A1	0.738493838	0.9	0.690363349	3.05871E-22	1.70604E-21	2.74672E-19
44252	pDC	CUX2	0.656294092	0.88	0.589257504	3.38465E-22	1.86467E-21	3.03941E-19
44332	pDC	PACSIN1	0.347581683	0.82	0.417061611	7.97095E-22	4.18591E-21	7.15791E-19
44413	pDC	OGT	0.749856918	0.92	0.894154818	1.82217E-21	9.14139E-21	1.63631E-18
44432	pDC	PAXX	0.700271123	0.92	0.830963665	2.56474E-21	1.27245E-20	2.30314E-18
44462	pDC	ENTPD7	0.816129424	0.92	0.812006319	3.18077E-21	1.55235E-20	2.85633E-18
44492	pDC	PFKFB2	0.688547683	0.86	0.582938389	3.87939E-21	1.86294E-20	3.48369E-18
44502	pDC	DDX24	0.472039252	0.96	0.911532385	4.11606E-21	1.96608E-20	3.69622E-18
44632	pDC	LINC01684	0.41762062	0.84	0.505529226	7.9111E-21	3.53441E-20	7.10417E-18
44672	pDC	ENSG00000230138	0.343433568	0.74	0.298578199	1.21544E-20	5.32422E-20	1.09147E-17
44752	pDC	PTCRA	0.397864353	0.8	0.409162717	1.68459E-20	7.10217E-20	1.51276E-17
44842	pDC	CRYM	0.300458925	0.8	0.412322275	2.54919E-20	1.03116E-19	2.28917E-17
44852	pDC	BRF1	0.528551033	0.9	0.802527646	2.56751E-20	1.03391E-19	2.30563E-17
44872	pDC	MSL2	0.659757822	0.92	0.843601896	2.95213E-20	1.17823E-19	2.65102E-17
44892	pDC	NCMAP	0.527809422	0.84	0.518167457	3.13451E-20	1.23999E-19	2.81479E-17
44992	pDC	DUSP22	0.442543687	0.94	0.842022117	4.35443E-20	1.64991E-19	3.91028E-17
45152	pDC	GRAMD4	0.688752038	0.9	0.834123223	1.06581E-19	3.78301E-19	9.57101E-17
45172	pDC	PPM1K	0.501260201	0.9	0.734597156	1.15363E-19	4.06259E-19	1.03596E-16
45192	pDC	HADH	0.41962934	0.86	0.642969984	1.26361E-19	4.41527E-19	1.13473E-16
45242	pDC	NPIPB13	0.66493229	0.96	0.93206951	1.61916E-19	5.54962E-19	1.454E-16
45332	pDC	OFD1	0.563249298	0.92	0.813586098	3.63711E-19	1.20521E-18	3.26612E-16
45372	pDC	PIK3CG	0.548380786	0.9	0.800947867	5.09182E-19	1.66271E-18	4.57246E-16
45482	pDC	CRYM-AS1	0.375195389	0.8	0.467614534	9.64544E-19	3.02853E-18	8.6616E-16
45492	pDC	CTC1	0.546485021	0.86	0.699842022	9.94167E-19	3.11067E-18	8.92762E-16
45582	pDC	EPHB1	0.54718508	0.84	0.611374408	2.03246E-18	6.16605E-18	1.82515E-15
45602	pDC	ENSG00000273154	0.449331584	0.76	0.393364929	2.43036E-18	7.3237E-18	2.18246E-15
45672	pDC	ZNF10	0.579718765	0.88	0.774091627	3.43194E-18	1.01045E-17	3.08188E-15
45732	pDC	ZMYM2	0.576391117	0.94	0.954186414	5.77777E-18	1.66831E-17	5.18844E-15
45742	pDC	OPN3	0.725362888	0.92	0.808846761	5.87243E-18	1.69021E-17	5.27344E-15
45752	pDC	ENSG00000142539	0.470003974	0.88	0.665086888	6.12982E-18	1.75865E-17	5.50458E-15
45792	pDC	CYFIP2	0.466535254	0.9	0.818325434	7.60278E-18	2.15372E-17	6.82729E-15
45813	pDC	ASXL2	0.450626429	0.9	0.840442338	9.4666E-18	2.66489E-17	8.50101E-15
45892	pDC	IRF2BP2	0.534643552	0.92	0.890995261	1.29956E-17	3.56882E-17	1.16701E-14
45922	pDC	LILRB4	0.522946339	0.86	0.72985782	1.4655E-17	3.98794E-17	1.31602E-14
45962	pDC	SLC1A4	0.402335231	0.88	0.737756714	1.7627E-17	4.73924E-17	1.58291E-14
45972	pDC	NPIPB12	0.668027198	0.96	0.930489731	1.92687E-17	5.16516E-17	1.73033E-14
46042	pDC	TTC17	0.459325083	0.9	0.903633491	2.58833E-17	6.79626E-17	2.32432E-14
46072	pDC	CHAF1A	0.451158939	0.88	0.780410742	2.88857E-17	7.51866E-17	2.59394E-14
46103	pDC	SEPHS1	0.303735182	0.82	0.609794629	3.75345E-17	9.68564E-17	3.3706E-14
46292	pDC	MAP4K1	0.443236989	0.88	0.766192733	1.05806E-16	2.58893E-16	9.50136E-14
46342	pDC	DTNBP1	0.421572485	0.94	0.886255924	1.39938E-16	3.37806E-16	1.25664E-13
46352	pDC	SMIM20	0.45038143	0.86	0.804107425	1.46317E-16	3.5226E-16	1.31393E-13
46442	pDC	AP3S1	0.437772587	0.92	0.889415482	2.62679E-16	6.17503E-16	2.35886E-13
46472	pDC	TTC37	0.300306416	0.9	0.813586098	3.0448E-16	7.10191E-16	2.73423E-13
46502	pDC	PBRM1	0.447460761	0.98	0.922590837	3.58408E-16	8.29512E-16	3.21851E-13
46562	pDC	RNF11	0.564016174	0.88	0.890995261	4.65185E-16	1.06024E-15	4.17736E-13
46572	pDC	TRPM2	0.406406001	0.82	0.638230648	4.66605E-16	1.06079E-15	4.19011E-13
46713	pDC	FADS2	0.422232086	0.86	0.785150079	9.88987E-16	2.17142E-15	8.8811E-13
46742	pDC	CERK	0.356839109	0.88	0.777251185	1.16369E-15	2.5364E-15	1.04499E-12
46792	pDC	SRD5A1	0.434694787	0.82	0.710900474	1.451E-15	3.12471E-15	1.303E-12
46852	pDC	CSF2RB	0.372453932	0.88	0.821484992	1.66583E-15	3.53643E-15	1.49591E-12
46862	pDC	U2AF1	0.477814604	0.88	0.906793049	1.7035E-15	3.60788E-15	1.52974E-12
46952	pDC	SEMA7A	0.375240481	0.86	0.630331754	2.69987E-15	5.59926E-15	2.42448E-12
46982	pDC	FOXJ3	0.385397262	0.9	0.883096367	2.84234E-15	5.85418E-15	2.55242E-12
47062	pDC	C12orf45	0.461147661	0.88	0.789889415	5.33177E-15	1.07836E-14	4.78793E-12
47082	pDC	DCTN4	0.436497574	0.92	0.876777251	5.50042E-15	1.10748E-14	4.93938E-12
47092	pDC	SAP30BP	0.326485146	0.9	0.854660348	5.60034E-15	1.12508E-14	5.02911E-12
47142	pDC	NSUN2	0.391724707	0.84	0.778830964	6.79158E-15	1.3493E-14	6.09884E-12
47162	pDC	SIVA1	0.329837627	0.94	0.870458136	7.56332E-15	1.496E-14	6.79186E-12
