Transcript_stable_ID	Transcript_type	Pig190723_PCLS_200304_1_trans_rcount.tr	Pig190723_PCLS_200304_2_trans_rcount.tr	Pig190723_PCLS_200304_3_trans_rcount.tr	Pig190723_PCLS_200304_4_trans_rcount.tr
ENSSSCT00000077605	lncRNA	3.0	14.0	4.0	8.0
ENSSSCT00000073826	lncRNA	9.0	10.0	4.0	13.0
ENSSSCT00000020292	snRNA	0.0	0.0	0.0	0.0
ENSSSCT00000017880	protein_coding	5822.0	4413.0	5380.0	5118.0
ENSSSCT00000037129	protein_coding	7210.0	5369.0	7029.0	6735.0
ENSSSCT00000039087	protein_coding	262.0	140.0	269.0	312.0
ENSSSCT00000090440	lncRNA	63.0	46.0	71.0	32.0
ENSSSCT00000089130	lncRNA	5.0	8.0	9.0	2.0
ENSSSCT00000066910	lncRNA	0.0	0.0	0.0	0.0
ENSSSCT00000072664	lncRNA	0.0	0.0	0.0	0.0
ENSSSCT00000070369	lncRNA	0.0	0.0	0.0	0.0
ENSSSCT00000069148	lncRNA	0.0	0.0	0.0	0.0
ENSSSCT00000085666	processed_pseudogene	0.0	0.0	0.0	0.0
ENSSSCT00000076368	lncRNA	0.0	0.0	0.0	0.0
ENSSSCT00000020569	snRNA	1.0	1.0	0.0	4.0
ENSSSCT00000006955	protein_coding	1446.0	1303.0	1465.0	1307.0
ENSSSCT00000086467	protein_coding	1446.0	1303.0	1462.0	1295.0
ENSSSCT00000037810	protein_coding	1685.0	1557.0	1762.0	1532.0
ENSSSCT00000072029	lncRNA	5.0	5.0	2.0	11.0
ENSSSCT00000084297	lncRNA	0.0	3.0	3.0	5.0
ENSSSCT00000090013	protein_coding	2.0	0.0	0.0	0.0
ENSSSCT00000061434	protein_coding	572.0	602.0	537.0	435.0
ENSSSCT00000090016	lncRNA	0.0	0.0	0.0	0.0
ENSSSCT00000050953	miRNA	0.0	1.0	0.0	0.0
ENSSSCT00000002239	protein_coding	2535.0	2136.0	2390.0	2823.0
ENSSSCT00000085675	lncRNA	0.0	0.0	0.0	0.0
ENSSSCT00000029327	snRNA	0.0	0.0	0.0	0.0
ENSSSCT00000089908	lncRNA	0.0	0.0	0.0	0.0
ENSSSCT00000082825	lncRNA	1.0	0.0	0.0	0.0
ENSSSCT00000012960	protein_coding	31034.0	24986.0	16784.0	18930.0
ENSSSCT00000034535	protein_coding	30917.0	24914.0	16732.0	18862.0
ENSSSCT00000071526	lncRNA	0.0	0.0	0.0	0.0
ENSSSCT00000083208	lncRNA	0.0	0.0	1.0	2.0
ENSSSCT00000070798	lncRNA	0.0	0.0	2.0	4.0
ENSSSCT00000001658	protein_coding	918.0	689.0	909.0	770.0
ENSSSCT00000089956	protein_coding	862.0	637.0	859.0	722.0
ENSSSCT00000027744	snRNA	0.0	0.0	0.0	0.0
ENSSSCT00000068683	processed_pseudogene	0.0	0.0	0.0	0.0
ENSSSCT00000014103	protein_coding	0.0	0.0	0.0	0.0
ENSSSCT00000030491	protein_coding	0.0	0.0	0.0	0.0
ENSSSCT00000035013	protein_coding	0.0	0.0	0.0	0.0
ENSSSCT00000066680	lncRNA	0.0	0.0	0.0	0.0
ENSSSCT00000080140	lncRNA	0.0	0.0	0.0	0.0
ENSSSCT00000091375	lncRNA	0.0	0.0	0.0	0.0
ENSSSCT00000076687	lncRNA	0.0	0.0	0.0	0.0
ENSSSCT00000090094	snRNA	0.0	0.0	0.0	0.0
ENSSSCT00000079303	lncRNA	0.0	0.0	0.0	0.0
ENSSSCT00000056488	protein_coding	0.0	0.0	0.0	0.0
ENSSSCT00000004263	protein_coding	174.0	161.0	279.0	200.0
ENSSSCT00000089462	protein_coding	344.0	274.0	482.0	331.0
ENSSSCT00000052714	protein_coding	117.0	100.0	204.0	117.0
ENSSSCT00000022121	snRNA	0.0	0.0	0.0	0.0
ENSSSCT00000079092	lncRNA	0.0	0.0	0.0	4.0
ENSSSCT00000084791	processed_pseudogene	1.0	0.0	0.0	0.0
ENSSSCT00000082047	protein_coding	0.0	0.0	0.0	0.0
ENSSSCT00000020607	miRNA	0.0	0.0	0.0	0.0
ENSSSCT00000054080	protein_coding	6148.0	5453.0	5358.0	4811.0
ENSSSCT00000007532	protein_coding	5780.0	5098.0	4951.0	4477.0
ENSSSCT00000089087	lncRNA	0.0	0.0	0.0	0.0
ENSSSCT00000086773	lncRNA	0.0	0.0	0.0	0.0
ENSSSCT00000039142	protein_coding	980.0	712.0	1125.0	1089.0
ENSSSCT00000008556	protein_coding	703.0	502.0	774.0	802.0
ENSSSCT00000081095	protein_coding	692.0	476.0	808.0	758.0
ENSSSCT00000051283	protein_coding	2414.0	1977.0	2654.0	2390.0
ENSSSCT00000004762	protein_coding	4178.0	3535.0	4413.0	4075.0
ENSSSCT00000088888	protein_coding	2447.0	1976.0	2670.0	2402.0
ENSSSCT00000065173	snRNA	0.0	3.0	1.0	0.0
ENSSSCT00000067732	lncRNA	0.0	0.0	2.0	0.0
ENSSSCT00000005293	protein_coding	0.0	0.0	0.0	0.0
ENSSSCT00000069902	lncRNA	0.0	0.0	0.0	0.0
ENSSSCT00000081551	lncRNA	0.0	0.0	0.0	0.0
ENSSSCT00000007756	protein_coding	17.0	16.0	16.0	19.0
ENSSSCT00000070875	lncRNA	6.0	2.0	6.0	0.0
ENSSSCT00000087115	lncRNA	6.0	2.0	2.0	0.0
ENSSSCT00000086958	lncRNA	4.0	2.0	2.0	0.0
ENSSSCT00000088126	lncRNA	4.0	0.0	0.0	0.0
ENSSSCT00000071843	lncRNA	9.0	12.0	2.0	2.0
ENSSSCT00000020114	snRNA	0.0	0.0	0.0	0.0
ENSSSCT00000089706	lncRNA	25.0	4.0	10.0	19.0
ENSSSCT00000091026	lncRNA	13.0	3.0	14.0	18.0
ENSSSCT00000071985	processed_pseudogene	0.0	0.0	0.0	0.0
ENSSSCT00000019724	snRNA	0.0	0.0	0.0	0.0
ENSSSCT00000057054	snRNA	0.0	0.0	0.0	0.0
ENSSSCT00000079934	lncRNA	1.0	2.0	4.0	2.0
ENSSSCT00000020996	miRNA	9.0	4.0	2.0	1.0
ENSSSCT00000087035	lncRNA	0.0	0.0	0.0	0.0
ENSSSCT00000069499	lncRNA	0.0	0.0	0.0	0.0
ENSSSCT00000045566	protein_coding	765.0	655.0	821.0	837.0
ENSSSCT00000022429	protein_coding	591.0	509.0	582.0	646.0
ENSSSCT00000066012	protein_coding	447.0	377.0	440.0	542.0
ENSSSCT00000091099	protein_coding	0.0	0.0	0.0	0.0
ENSSSCT00000086678	lncRNA	0.0	0.0	0.0	0.0
ENSSSCT00000053629	processed_pseudogene	0.0	0.0	0.0	0.0
ENSSSCT00000020497	snRNA	0.0	0.0	0.0	0.0
ENSSSCT00000090779	lncRNA	0.0	0.0	0.0	0.0
ENSSSCT00000073745	lncRNA	59.0	46.0	25.0	34.0
ENSSSCT00000089907	lncRNA	75.0	75.0	35.0	52.0
ENSSSCT00000024522	protein_coding	1455.0	989.0	1684.0	1143.0
ENSSSCT00000078631	protein_coding	1455.0	989.0	1684.0	1143.0
ENSSSCT00000043555	protein_coding	1446.0	985.0	1671.0	1134.0
ENSSSCT00000041621	protein_coding	1453.0	986.0	1684.0	1143.0
ENSSSCT00000010610	protein_coding	289.0	193.0	355.0	279.0
ENSSSCT00000069716	protein_coding	286.0	193.0	360.0	285.0
ENSSSCT00000010612	protein_coding	159.0	75.0	81.0	118.0
ENSSSCT00000055664	protein_coding	365.0	174.0	217.0	221.0
ENSSSCT00000085742	protein_coding	351.0	168.0	202.0	205.0
ENSSSCT00000058235	protein_coding	350.0	160.0	202.0	196.0
ENSSSCT00000081190	lncRNA	0.0	0.0	0.0	0.0
ENSSSCT00000077007	lncRNA	0.0	0.0	0.0	0.0
ENSSSCT00000084377	lncRNA	0.0	0.0	0.0	0.0
ENSSSCT00000074571	lncRNA	0.0	0.0	0.0	0.0
ENSSSCT00000066575	lncRNA	0.0	0.0	0.0	0.0
ENSSSCT00000083001	lncRNA	0.0	0.0	0.0	0.0
ENSSSCT00000085152	lncRNA	0.0	0.0	0.0	0.0
ENSSSCT00000067666	lncRNA	0.0	0.0	0.0	0.0
ENSSSCT00000075724	lncRNA	0.0	0.0	0.0	0.0
ENSSSCT00000082000	lncRNA	0.0	0.0	0.0	0.0
ENSSSCT00000042525	lncRNA	0.0	0.0	0.0	0.0
ENSSSCT00000079333	lncRNA	0.0	0.0	0.0	0.0
ENSSSCT00000087280	lncRNA	0.0	0.0	0.0	0.0
ENSSSCT00000085359	protein_coding	652.0	627.0	717.0	679.0
ENSSSCT00000014635	protein_coding	1688.0	1596.0	1700.0	1843.0
ENSSSCT00000043425	protein_coding	1669.0	1541.0	1655.0	1794.0
ENSSSCT00000014634	protein_coding	1716.0	1600.0	1739.0	1892.0
ENSSSCT00000052499	protein_coding	1746.0	1649.0	1764.0	1947.0
ENSSSCT00000049920	protein_coding	1602.0	1495.0	1611.0	1757.0
ENSSSCT00000087135	protein_coding	919.0	664.0	1013.0	1025.0
ENSSSCT00000091063	protein_coding	2.0	0.0	0.0	0.0
ENSSSCT00000086877	lncRNA	0.0	0.0	0.0	0.0
ENSSSCT00000077085	snRNA	0.0	0.0	0.0	0.0
ENSSSCT00000055395	miRNA	0.0	0.0	2.0	0.0
ENSSSCT00000026016	snRNA	0.0	0.0	0.0	0.0
ENSSSCT00000074486	lncRNA	0.0	0.0	0.0	0.0
ENSSSCT00000071446	lncRNA	0.0	0.0	0.0	0.0
ENSSSCT00000023946	snRNA	0.0	0.0	1.0	2.0
ENSSSCT00000089164	processed_pseudogene	0.0	0.0	0.0	0.0
ENSSSCT00000080485	lncRNA	2.0	0.0	0.0	2.0
ENSSSCT00000089239	lncRNA	1.0	0.0	0.0	0.0
ENSSSCT00000072001	lncRNA	2.0	3.0	2.0	0.0
ENSSSCT00000016007	protein_coding	0.0	0.0	0.0	0.0
ENSSSCT00000040547	snRNA	0.0	0.0	0.0	0.0
ENSSSCT00000069633	lncRNA	0.0	0.0	0.0	0.0
ENSSSCT00000068629	processed_pseudogene	0.0	2.0	0.0	0.0
ENSSSCT00000083468	lncRNA	0.0	3.0	7.0	0.0
ENSSSCT00000020770	miRNA	0.0	0.0	0.0	0.0
ENSSSCT00000055546	snRNA	0.0	0.0	0.0	0.0
ENSSSCT00000087398	lncRNA	0.0	1.0	0.0	0.0
ENSSSCT00000074440	lncRNA	0.0	0.0	0.0	0.0
ENSSSCT00000070700	lncRNA	9.0	9.0	8.0	22.0
ENSSSCT00000070326	lncRNA	2.0	0.0	0.0	0.0
ENSSSCT00000075248	lncRNA	0.0	0.0	2.0	0.0
ENSSSCT00000068812	lncRNA	0.0	0.0	2.0	0.0
ENSSSCT00000058366	protein_coding	5.0	2.0	0.0	2.0
ENSSSCT00000037459	protein_coding	1977.0	1491.0	1979.0	1840.0
ENSSSCT00000040859	protein_coding	1887.0	1423.0	1909.0	1765.0
ENSSSCT00000004434	protein_coding	1907.0	1443.0	1896.0	1763.0
ENSSSCT00000041743	protein_coding	1995.0	1496.0	1969.0	1839.0
ENSSSCT00000055698	protein_coding	1987.0	1489.0	1961.0	1824.0
ENSSSCT00000013877	lncRNA	0.0	0.0	0.0	2.0
ENSSSCT00000085192	lncRNA	0.0	0.0	0.0	2.0
ENSSSCT00000083598	lncRNA	2.0	0.0	0.0	2.0
ENSSSCT00000038328	snRNA	0.0	0.0	0.0	0.0
ENSSSCT00000088653	lncRNA	0.0	0.0	0.0	0.0
ENSSSCT00000068406	lncRNA	0.0	0.0	0.0	0.0
ENSSSCT00000083194	processed_pseudogene	0.0	0.0	0.0	0.0
ENSSSCT00000057040	protein_coding	0.0	0.0	0.0	0.0
ENSSSCT00000020139	miRNA	0.0	0.0	0.0	0.0
ENSSSCT00000021793	snRNA	0.0	0.0	0.0	0.0
ENSSSCT00000081581	lncRNA	5.0	13.0	0.0	0.0
ENSSSCT00000039099	lncRNA	49.0	48.0	43.0	49.0
ENSSSCT00000090892	lncRNA	6.0	11.0	13.0	10.0
ENSSSCT00000074282	lncRNA	0.0	4.0	8.0	6.0
ENSSSCT00000081530	lncRNA	41.0	33.0	29.0	42.0
ENSSSCT00000041795	snRNA	0.0	2.0	3.0	3.0
ENSSSCT00000077505	lncRNA	0.0	0.0	0.0	0.0
ENSSSCT00000080313	lncRNA	0.0	0.0	0.0	0.0
ENSSSCT00000077495	lncRNA	0.0	0.0	0.0	0.0
ENSSSCT00000068539	snoRNA	0.0	0.0	0.0	0.0
ENSSSCT00000073044	processed_pseudogene	0.0	2.0	2.0	0.0
ENSSSCT00000021628	miRNA	0.0	0.0	0.0	0.0
ENSSSCT00000063602	protein_coding	16.0	18.0	26.0	15.0
ENSSSCT00000066986	protein_coding	0.0	0.0	1.0	0.0
ENSSSCT00000087131	snRNA	0.0	0.0	0.0	0.0
ENSSSCT00000081156	lncRNA	0.0	0.0	0.0	0.0
ENSSSCT00000045036	snRNA	2.0	0.0	0.0	1.0
ENSSSCT00000067808	protein_coding	0.0	0.0	0.0	0.0
ENSSSCT00000072063	lncRNA	0.0	0.0	0.0	0.0
ENSSSCT00000066792	lncRNA	5.0	1.0	0.0	1.0
ENSSSCT00000084508	protein_coding	0.0	0.0	0.0	0.0
ENSSSCT00000091216	protein_coding	0.0	0.0	0.0	0.0
ENSSSCT00000078907	protein_coding	0.0	1.0	0.0	0.0
ENSSSCT00000039905	protein_coding	325.0	251.0	266.0	250.0
ENSSSCT00000041090	protein_coding	263.0	228.0	233.0	238.0
ENSSSCT00000086084	lncRNA	3.0	0.0	0.0	0.0
ENSSSCT00000067181	lncRNA	1.0	0.0	0.0	0.0
ENSSSCT00000070070	lncRNA	0.0	0.0	0.0	2.0
ENSSSCT00000054464	snRNA	0.0	0.0	0.0	0.0
ENSSSCT00000077488	lncRNA	3.0	0.0	4.0	16.0
ENSSSCT00000084711	lncRNA	2.0	0.0	1.0	7.0
ENSSSCT00000085323	lncRNA	0.0	0.0	1.0	0.0
ENSSSCT00000090437	lncRNA	7.0	0.0	1.0	0.0
ENSSSCT00000078396	lncRNA	6.0	6.0	6.0	6.0
ENSSSCT00000078627	lncRNA	0.0	0.0	2.0	10.0
ENSSSCT00000085171	lncRNA	0.0	0.0	0.0	0.0
ENSSSCT00000069751	lncRNA	0.0	0.0	4.0	0.0
ENSSSCT00000081972	lncRNA	0.0	0.0	0.0	0.0
ENSSSCT00000067856	processed_pseudogene	0.0	0.0	0.0	0.0
ENSSSCT00000062732	miRNA	0.0	0.0	0.0	0.0
ENSSSCT00000048649	protein_coding	2655.0	1914.0	2392.0	2396.0
ENSSSCT00000058902	protein_coding	2679.0	1950.0	2426.0	2414.0
ENSSSCT00000082044	protein_coding	2287.0	1711.0	2034.0	2048.0
ENSSSCT00000049003	protein_coding	2462.0	1744.0	2223.0	2271.0
ENSSSCT00000011146	protein_coding	2765.0	2006.0	2470.0	2488.0
ENSSSCT00000040508	protein_coding	2705.0	1935.0	2397.0	2433.0
ENSSSCT00000041953	protein_coding	2355.0	1762.0	2110.0	2128.0
ENSSSCT00000042973	protein_coding	2374.0	1786.0	2133.0	2146.0
ENSSSCT00000051301	protein_coding	2430.0	1758.0	2182.0	2261.0
ENSSSCT00000084826	lncRNA	2.0	0.0	2.0	0.0
ENSSSCT00000049977	protein_coding	82.0	73.0	113.0	89.0
ENSSSCT00000021030	snoRNA	3.0	0.0	5.0	2.0
ENSSSCT00000070238	lncRNA	2.0	0.0	0.0	2.0
ENSSSCT00000068627	lncRNA	0.0	0.0	2.0	0.0
ENSSSCT00000020804	snRNA	0.0	0.0	0.0	0.0
ENSSSCT00000072310	lncRNA	0.0	2.0	2.0	0.0
ENSSSCT00000020991	snoRNA	8.0	10.0	5.0	3.0
ENSSSCT00000069887	lncRNA	0.0	0.0	0.0	0.0
ENSSSCT00000068564	lncRNA	0.0	0.0	0.0	0.0
ENSSSCT00000080894	lncRNA	0.0	0.0	0.0	0.0
ENSSSCT00000067773	lncRNA	0.0	0.0	0.0	0.0
ENSSSCT00000076995	lncRNA	1.0	0.0	0.0	0.0
ENSSSCT00000079055	lncRNA	1.0	0.0	0.0	0.0
ENSSSCT00000086731	lncRNA	1.0	0.0	0.0	0.0
ENSSSCT00000073108	lncRNA	81.0	99.0	91.0	49.0
ENSSSCT00000072761	lncRNA	3.0	0.0	4.0	2.0
ENSSSCT00000081716	lncRNA	0.0	0.0	0.0	0.0
ENSSSCT00000028981	snoRNA	339.0	206.0	266.0	303.0
ENSSSCT00000019735	snoRNA	0.0	0.0	0.0	0.0
ENSSSCT00000079770	lncRNA	0.0	0.0	0.0	0.0
ENSSSCT00000022691	processed_pseudogene	0.0	0.0	0.0	0.0
ENSSSCT00000036740	protein_coding	0.0	0.0	0.0	0.0
ENSSSCT00000081483	lncRNA	35.0	10.0	20.0	33.0
ENSSSCT00000077771	lncRNA	0.0	0.0	0.0	0.0
ENSSSCT00000063874	protein_coding	0.0	0.0	0.0	0.0
ENSSSCT00000068735	lncRNA	0.0	0.0	0.0	0.0
ENSSSCT00000050382	snRNA	0.0	0.0	0.0	2.0
ENSSSCT00000088790	protein_coding	369.0	191.0	501.0	477.0
ENSSSCT00000071457	protein_coding	100.0	45.0	43.0	68.0
ENSSSCT00000072835	lncRNA	2.0	2.0	0.0	0.0
ENSSSCT00000071609	lncRNA	8.0	6.0	2.0	2.0
ENSSSCT00000076035	lncRNA	0.0	0.0	0.0	0.0
ENSSSCT00000020768	miRNA	0.0	0.0	0.0	0.0
ENSSSCT00000026382	snRNA	0.0	1.0	0.0	0.0
ENSSSCT00000069199	lncRNA	0.0	0.0	0.0	0.0
ENSSSCT00000083011	lncRNA	0.0	0.0	0.0	0.0
ENSSSCT00000085829	lncRNA	0.0	0.0	0.0	0.0
ENSSSCT00000078313	lncRNA	0.0	0.0	0.0	0.0
ENSSSCT00000075297	lncRNA	0.0	0.0	0.0	0.0
ENSSSCT00000073777	lncRNA	0.0	0.0	3.0	0.0
ENSSSCT00000088934	lncRNA	14.0	8.0	3.0	1.0
ENSSSCT00000014105	protein_coding	645.0	398.0	1031.0	879.0
ENSSSCT00000083587	lncRNA	0.0	0.0	0.0	0.0
ENSSSCT00000054279	pseudogene	0.0	0.0	0.0	0.0
ENSSSCT00000081650	lncRNA	0.0	1.0	0.0	0.0
ENSSSCT00000081811	lncRNA	1.0	2.0	0.0	0.0
ENSSSCT00000090939	lncRNA	3.0	4.0	0.0	0.0
ENSSSCT00000075481	lncRNA	0.0	0.0	0.0	0.0
ENSSSCT00000070674	protein_coding	311.0	380.0	308.0	289.0
ENSSSCT00000082906	protein_coding	309.0	370.0	302.0	288.0
ENSSSCT00000045151	protein_coding	0.0	0.0	0.0	0.0
ENSSSCT00000071799	lncRNA	0.0	0.0	0.0	0.0
ENSSSCT00000020724	snRNA	0.0	0.0	0.0	0.0
ENSSSCT00000074105	lncRNA	0.0	0.0	0.0	0.0
ENSSSCT00000087815	lncRNA	24.0	9.0	4.0	5.0
ENSSSCT00000071464	miRNA	0.0	0.0	0.0	0.0
ENSSSCT00000081145	lncRNA	3.0	1.0	0.0	0.0
ENSSSCT00000076521	lncRNA	0.0	0.0	0.0	0.0
ENSSSCT00000073095	lncRNA	0.0	0.0	0.0	0.0
ENSSSCT00000090123	lncRNA	0.0	0.0	0.0	0.0
ENSSSCT00000076317	snRNA	0.0	0.0	0.0	2.0
ENSSSCT00000072105	lncRNA	0.0	0.0	0.0	0.0
ENSSSCT00000085584	lncRNA	54.0	38.0	29.0	54.0
ENSSSCT00000079670	lncRNA	79.0	49.0	67.0	65.0
ENSSSCT00000050966	lncRNA	50.0	37.0	28.0	42.0
ENSSSCT00000054262	lncRNA	101.0	89.0	89.0	80.0
ENSSSCT00000024383	snRNA	0.0	0.0	0.0	0.0
ENSSSCT00000090901	lncRNA	0.0	0.0	0.0	0.0
ENSSSCT00000056456	protein_coding	0.0	0.0	0.0	0.0
ENSSSCT00000072820	lncRNA	0.0	0.0	0.0	0.0
ENSSSCT00000045797	protein_coding	0.0	0.0	0.0	1.0
ENSSSCT00000045453	protein_coding	0.0	0.0	0.0	1.0
ENSSSCT00000020653	snRNA	0.0	0.0	0.0	0.0
ENSSSCT00000022230	snRNA	0.0	0.0	0.0	0.0
ENSSSCT00000086762	protein_coding	7.0	4.0	4.0	9.0
ENSSSCT00000012616	protein_coding	7.0	3.0	3.0	8.0
ENSSSCT00000076387	lncRNA	0.0	0.0	0.0	0.0
ENSSSCT00000080106	lncRNA	0.0	2.0	0.0	1.0
ENSSSCT00000075556	lncRNA	0.0	0.0	0.0	0.0
ENSSSCT00000087337	lncRNA	0.0	0.0	0.0	0.0
ENSSSCT00000063877	protein_coding	2.0	2.0	0.0	8.0
ENSSSCT00000090037	lncRNA	0.0	0.0	0.0	0.0
ENSSSCT00000071967	lncRNA	2.0	0.0	0.0	0.0
ENSSSCT00000083920	lncRNA	2.0	0.0	0.0	0.0
ENSSSCT00000074915	lncRNA	6.0	0.0	0.0	0.0
ENSSSCT00000074417	lncRNA	0.0	0.0	0.0	0.0
ENSSSCT00000021339	miRNA	0.0	0.0	0.0	0.0
ENSSSCT00000088427	lncRNA	0.0	0.0	0.0	0.0
ENSSSCT00000068969	protein_coding	321.0	219.0	399.0	367.0
ENSSSCT00000050998	protein_coding	1711.0	1203.0	2236.0	1757.0
ENSSSCT00000021359	snRNA	0.0	0.0	0.0	0.0
ENSSSCT00000081572	lncRNA	0.0	0.0	0.0	0.0
ENSSSCT00000069512	lncRNA	32.0	8.0	13.0	24.0
ENSSSCT00000040336	lncRNA	0.0	0.0	0.0	0.0
ENSSSCT00000088879	lncRNA	0.0	0.0	0.0	0.0
ENSSSCT00000021380	snRNA	0.0	0.0	0.0	0.0
ENSSSCT00000067272	snoRNA	0.0	0.0	0.0	0.0
ENSSSCT00000007757	protein_coding	25872.0	21408.0	23925.0	23218.0
ENSSSCT00000049626	protein_coding	25868.0	21404.0	23915.0	23221.0
ENSSSCT00000074413	protein_coding	25850.0	21396.0	23919.0	23207.0
ENSSSCT00000077064	protein_coding	25655.0	21196.0	23722.0	23070.0
ENSSSCT00000091177	lncRNA	0.0	0.0	0.0	0.0
ENSSSCT00000080862	lncRNA	0.0	0.0	0.0	0.0
ENSSSCT00000086752	protein_coding	117.0	112.0	165.0	195.0
ENSSSCT00000002829	protein_coding	52.0	51.0	56.0	73.0
ENSSSCT00000014748	protein_coding	120.0	52.0	135.0	133.0
ENSSSCT00000014742	protein_coding	342.0	201.0	434.0	375.0
ENSSSCT00000067391	lncRNA	0.0	0.0	0.0	0.0
ENSSSCT00000015270	protein_coding	0.0	0.0	0.0	0.0
ENSSSCT00000083300	lncRNA	0.0	0.0	0.0	0.0
ENSSSCT00000020223	miRNA	0.0	0.0	0.0	0.0
ENSSSCT00000078949	lncRNA	14.0	6.0	4.0	2.0
ENSSSCT00000075590	lncRNA	0.0	0.0	0.0	0.0
ENSSSCT00000067990	lncRNA	10.0	17.0	15.0	19.0
ENSSSCT00000083341	lncRNA	67.0	42.0	48.0	60.0
ENSSSCT00000088991	lncRNA	0.0	0.0	0.0	0.0
ENSSSCT00000051759	snRNA	0.0	4.0	0.0	0.0
ENSSSCT00000072441	processed_pseudogene	0.0	0.0	0.0	0.0
ENSSSCT00000032070	snoRNA	0.0	0.0	0.0	0.0
ENSSSCT00000090684	lncRNA	0.0	0.0	0.0	0.0
ENSSSCT00000069782	lncRNA	2.0	6.0	3.0	2.0
ENSSSCT00000084000	lncRNA	0.0	0.0	0.0	0.0
ENSSSCT00000071103	lncRNA	5.0	0.0	0.0	0.0
ENSSSCT00000091623	lncRNA	1.0	1.0	2.0	0.0
ENSSSCT00000031913	protein_coding	0.0	0.0	0.0	1.0
ENSSSCT00000078151	lncRNA	10.0	26.0	6.0	8.0
ENSSSCT00000023510	miRNA	0.0	0.0	0.0	0.0
ENSSSCT00000068894	lncRNA	0.0	0.0	0.0	0.0
ENSSSCT00000074193	lncRNA	0.0	0.0	0.0	0.0
ENSSSCT00000071097	lncRNA	0.0	0.0	0.0	0.0
ENSSSCT00000089356	lncRNA	0.0	0.0	0.0	0.0
ENSSSCT00000020580	snRNA	0.0	0.0	0.0	0.0
ENSSSCT00000072791	snoRNA	0.0	0.0	0.0	0.0
ENSSSCT00000075187	lncRNA	0.0	0.0	0.0	0.0
ENSSSCT00000075430	processed_pseudogene	4.0	2.0	3.0	2.0
ENSSSCT00000083097	lncRNA	20.0	14.0	10.0	14.0
ENSSSCT00000044129	protein_coding	869.0	531.0	919.0	1228.0
ENSSSCT00000014106	protein_coding	858.0	525.0	912.0	1211.0
ENSSSCT00000078187	lncRNA	0.0	0.0	0.0	0.0
ENSSSCT00000083708	lncRNA	0.0	0.0	0.0	0.0
ENSSSCT00000022086	scaRNA	0.0	2.0	6.0	0.0
ENSSSCT00000006956	protein_coding	0.0	0.0	0.0	0.0
ENSSSCT00000083399	protein_coding	0.0	0.0	0.0	0.0
ENSSSCT00000076374	lncRNA	8.0	0.0	2.0	2.0
ENSSSCT00000075487	lncRNA	2.0	0.0	0.0	0.0
ENSSSCT00000074419	lncRNA	0.0	0.0	0.0	0.0
ENSSSCT00000086431	miRNA	2.0	0.0	2.0	0.0
ENSSSCT00000059679	lncRNA	0.0	0.0	0.0	0.0
ENSSSCT00000021035	snRNA	0.0	0.0	0.0	0.0
ENSSSCT00000085663	lncRNA	0.0	0.0	0.0	0.0
ENSSSCT00000082556	lncRNA	9.0	4.0	0.0	5.0
ENSSSCT00000020525	snRNA	0.0	0.0	0.0	0.0
ENSSSCT00000001659	protein_coding	0.0	2.0	0.0	0.0
ENSSSCT00000071536	processed_pseudogene	3.0	2.0	0.0	2.0
ENSSSCT00000078542	protein_coding	6220.0	4874.0	3907.0	3731.0
ENSSSCT00000068729	protein_coding	6213.0	4872.0	3907.0	3731.0
ENSSSCT00000067516	protein_coding	4286.0	3409.0	2353.0	2290.0
ENSSSCT00000005817	protein_coding	4715.0	3820.0	2880.0	2735.0
ENSSSCT00000073268	lncRNA	0.0	2.0	0.0	0.0
ENSSSCT00000028690	protein_coding	0.0	0.0	0.0	0.0
ENSSSCT00000077306	lncRNA	0.0	0.0	0.0	0.0
ENSSSCT00000086575	lncRNA	0.0	0.0	0.0	0.0
ENSSSCT00000091626	lncRNA	0.0	0.0	0.0	0.0
ENSSSCT00000036790	protein_coding	1381.0	985.0	1342.0	1276.0
ENSSSCT00000039904	protein_coding	1429.0	1040.0	1401.0	1300.0
ENSSSCT00000024905	protein_coding	341.0	263.0	247.0	232.0
ENSSSCT00000072696	protein_coding	369.0	235.0	348.0	318.0
ENSSSCT00000080657	protein_coding	342.0	217.0	312.0	311.0
ENSSSCT00000063558	protein_coding	266.0	171.0	236.0	250.0
ENSSSCT00000045309	protein_coding	1336.0	1130.0	1007.0	979.0
ENSSSCT00000068441	lncRNA	0.0	0.0	0.0	0.0
ENSSSCT00000078833	lncRNA	0.0	0.0	0.0	0.0
ENSSSCT00000069422	lncRNA	0.0	0.0	0.0	0.0
ENSSSCT00000069788	lncRNA	0.0	0.0	0.0	0.0
ENSSSCT00000085415	lncRNA	0.0	0.0	0.0	0.0
ENSSSCT00000083914	lncRNA	0.0	0.0	0.0	0.0
ENSSSCT00000083593	lncRNA	0.0	0.0	0.0	0.0
ENSSSCT00000028926	miRNA	0.0	0.0	0.0	0.0
ENSSSCT00000079434	lncRNA	12.0	8.0	4.0	7.0
ENSSSCT00000084570	lncRNA	0.0	0.0	0.0	0.0
ENSSSCT00000084687	lncRNA	0.0	0.0	0.0	0.0
ENSSSCT00000074516	lncRNA	0.0	4.0	0.0	0.0
ENSSSCT00000022894	snRNA	0.0	0.0	0.0	0.0
ENSSSCT00000078582	snRNA	0.0	0.0	0.0	0.0
